,id,ad_creative_body,Typology 1,Typology 2,Typology 3,Typology 4
23,id558318358164733,Tell Congress to include funding for vital energy assistance programs that help Michigan's seniors and low-income households in the next round of COVID-19 emergency relief. Send your message to Congress today: https://bit.ly/2YK55CB,,,,
24,id297338677939314,"With COVID-19 stimulus checks on the way, it could be open season for utility scammers. Stay alert for calls, texts, or unannounced visits by people claiming to be with your local energy provider—and don’t make any payments unless it is through your provider’s website, the mail, or by calling them directly. Remember not to click on suspicious links, too!",,,,
25,id553323138715535,"With COVID-19, more Michiganders will be struggling to make ends meet. We’re asking Congress to extend funding for the Low Income Home Energy Assistance Program (LIHEAP) to help ease their burdens. You can take action here:  https://bit.ly/2YK55CB",,,,
26,id602837243657111,Local energy providers are working around the clock to enhance the strength and resiliency of our electric grid in order to keep energy reliable throughout the COVID-19 crisis. https://bit.ly/2yAmW3S,PA,,,
27,id2875005045953358,"Give the kids a coloring activity that helps them learn how energy works at the same time. Download now: https://allianceformichiganpower.com/act/resources/

#ColorsOfEnergy",,,,
28,id889252064857868,"As many Michiganders adjust to learning and working from home, local energy providers and grid workers nationwide are working to keep energy reliable and available. Read more: https://nbcnews.to/2yyZBjd",PA,,,
29,id1158622244476622,"How many additional words can your kids make from these common energy terms? It’s time to find out. Get it here: 
https://allianceformichiganpower.com/act/resources/
#EnergyChallenge",,,,
30,id1643386559118249,See what Michigan’s local energy providers are doing to go green all year long. https://allianceformichiganpower.com/going-green-all-year-long-and-long-into-the-future/,GA,,,
31,id696970230844766,"Warmer weather is on the way – but it’s not here quite yet. Good news: if you’re working from home, you can be more flexible with your wardrobe. Turn the thermostat down to save energy costs and add additional layers like sweatshirts & blankets while you work. #LowerTheThermostat",,,,
32,id255017752336134,"With a lot of families stuck at home in response to COVID-19, many are looking for ways to keep kids entertained and learning. We’re here to help with a series of activities you can download to help kids learn about energy while having a little fun. Start with this energy word search. Download it here: https://allianceformichiganpower.com/wp-content/uploads/2020/04/AMP-Word-Search.pdf
#EnergySearch",,,,
33,id210418096919326,"Michigan’s local energy providers realize that, even without the impact of COVID-19, many seniors and low-income households need help with energy bills. Energy assistance programs help make sure income-eligible individuals and families don’t have to worry about having reliable energy. Learn more on the AMP blog:",PA,,,
34,id204771074281075,Our series of helpful tips on saving energy while you #workfromhome continues. Next up: Unplug devices not in use or relevant to your work to save energy & maximize productivity.,,,,
35,id216601176108339,"As many Michiganders continue to hunker down and #workfromhome, we’ll continue our series of helpful energy-saving tips. Here’s a good one: Plug devices into a power strip, and flip the switch to cut the power to devices not in use.",,,,
36,id216920592918006,"As many Michiganders #workfromhome to slow the spread of COVID-19, we want to provide some quick tips on saving energy that might be useful. To start, open the blinds to use natural daylight instead of turning on lights.",,,,
37,id219849572451756,"Peggy Noonan has some reassuring words as we all find ways to cope with the COVID-19 pandemic: “Everything works—and will continue to work—as long as we have electricity. It’s what keeps the lights on, the oxygen flowing, the information going. Everything is the grid, the grid, the grid.” Now more than ever, the importance of a strong, resilient electric grid cannot be overstated. http://peggynoonan.com/we-need-time-to-absorb-all-this/",PA,,,
38,id635768963914120,Michigan’s local energy providers are working to protect seniors and low-income households impacted by COVID-19. That means ensuring reliable energy without disruptions—regardless of ability to pay. Learn more on the AMP blog:,PA,,,
39,id547374832563011,"“[D]espite falling solar costs, scale still has to be factored in. And on those terms, reworking the laws to benefit solar companies or individuals might hurt those who rely on the grid as a whole.”",PA,,,
40,id1387801881408071,"From energy policy to energy efficiency, we’ve had a busy 2020 so far. See how well you’ve been following along and gear up for what looks to be an active year by testing your energy smarts. Take the AMP Michigan Energy Policy POP Quiz today!",,,,
41,id212062803372722,Our lawmakers have a choice on energy: put Michigan residents over special interests. ACT NOW.,,,,
42,id738378763233531,"Everyone benefits from the energy grid, so why should some pay less. TAKE ACTION NOW.",PA,,,
43,id649062125635758,Michigan’s local energy providers are in the top 20 nationally when it comes to efficiency and customer savings. That’s a win for all Michiganders! Learn more and SHARE if you agree!,PA,,,
44,id615146339339710,"When you don’t have a fire going, be sure to close the damper to prevent warm air from escaping up the chimney, and make sure the damper seal is snug.",,,,
45,id506874433539127,Reverse the direction of your ceiling fan blades so they run in a clockwise rotation. Making the switch will help push warm air down to keep your home more comfortable without having to crank up the heat.,,,,
46,id749266015562368,Upgrade your insulation to keep in the heat more effectively this winter. See if you or anyone you know qualifies for the free low-income Weatherization Assistance Program http://bit.ly/36FsdCM,,,,
47,id737462950115598,"On cold, windy days—which Michiganders are used to this time of year—check around your windows for air leaks. Then, fill in any gaps and replace worn caulking as needed to maximize energy efficiency and save money.",,,,
48,id2774015512923531,"To increase energy efficiency all winter long, temporarily create double panes by covering windows in plastic (bubble wrap works great) or vinyl, then tape the edges to the frame.",,,,
49,id120071972665190,"For a more efficient winter, change your HVAC air filter! Your fan motor will run more efficiently, and you’ll enjoy better air quality. You could even save you up to 7.5% a month.",,,,
50,id176412226921488,"On sunny days, open curtains and blinds to let the sun’s warmth in, and then close them at sundown to keep in the free heat as long as possible.",,,,
51,id119698352709755,A group of Michigan lawmakers introduced legislation they are calling the “Powering Michigan Forward” package to secure incentives for private solar in our state.,,,,
52,id124332862179603,"If lawmakers in Lansing make the wrong policy decisions, it could weaken investment in Michigan’s grid.",,,,
53,id164288831538477,There could be good news ahead for Michigan energy consumers.,,,,
54,id2631927550230400,"New Year’s resolutions are all about improving lives. And you can improve the life of all Michiganders with these five simple 2020 Michigan energy resolutions.
Check them out:",,,,
55,id443608213002164,"Michigan’s utilities are leading the charge in the transition to electric vehicles. Consumers Energy and DTE Energy are offering $23 million in rebates for public fast charging stations and Level 2 chargers for homes, workplaces and multifamily housing.",GA,,,
56,id459552688063270,"""Michigan’s unique geological features provide us with the greatest natural gas storage capacity in the country. This allows local energy companies to strategically buy and store natural gas in advance of the winter season when demand is high– and consumers have reaped the benefits. If things go the way it looks like they will, DTE customers should see a 6 percent decrease in their total bills this winter.""",PA,,,
57,id460342954673420,"Who knew something as simple as your curtains or blinds could help you save on your winter energy bills? On sunny days, keep them pulled back to let in the sun’s natural warmth. When the sun goes down, cover your windows to keep heat in for as long as possible. #WinterEnergyEfficiency",,,,
58,id464267367606041,"These policies will unnecessarily shift costs from some energy consumers to others, allowing a select few to avoid paying their fair share. Those who are most likely to be burdened with additional energy costs include many Michiganders who can least afford it.",PA,,,
59,id550988899080296,DTE is going beyond its commitment  of 80% carbon reduction to a new goal of reaching for “net zero” carbon emissions by 2050.,GA,,,
60,id881148899053137,"Maintaining a steady supply of reliable and affordable domestic energy is key to America’s national security. Advancing U.S. energy sources to meet our growing energy needs reduces our reliance on foreign energy imports and unstable, hostile regimes.

https://www.cred.org/securing-americas-energy-future/ 

#SupportEnergyIndependence",SA,PA,,
61,id1358778417648827,"Colorado's oil and natural gas industry maintains some of the strongest energy regulations in the country. Our first-in-the-nation regulations go the extra mile to strengthen Colorado communities and reduce our impact to build a reliable energy future.

https://www.cred.org/explore/is-fracking-regulated/",SA,PA,,
62,id309544786710132,"The climate is changing, and we are committed to solutions that reduce the risks of climate change while providing the energy Colorado needs. Learn more about our commitment: https://www.cred.org/climate/",GC,,,
63,id878375732655604,"✅ Over $13 million donated to non-profits
✅ 600+ non-profit organizations and programs served
✅ 72,976 volunteer hours
✅ 200,000+ meals packaged and served

Check out how Colorado’s energy industry gave back to communities across the state in 2019: https://www.coga.org/cir.html",CA,,,
64,id246809349731354,American energy jobs are essential to our energy security. Tell Governor Polis to do what’s best for our country and for Colorado. We must keep fighting for American energy jobs.,CB,SA,,
65,id256567842123397,"America is energy independent thanks to U.S. oil and natural gas production. Now, that hard-earned independence is in jeopardy. The time to protect U.S. energy is now. It’s never been more important to our national security and our economy.",SA,CA,,
66,id530999800914687,"From keeping our homes and businesses warm on chilly days, to keeping the lights on and powering our stoves and water heaters, fracking is leading the way to a reliable and more affordable energy future. #SupportEnergyIndependence

https://www.cred.org/natural-gas-oil-uses/",PA,,,
67,id2557895101137393,"From start to finish, Colorado’s energy industry is committed to the safe and responsible extraction of our natural resources. Learn more about the regulations that have helped Colorado set the gold standard: https://www.cred.org/explore/is-fracking-safe/",PA,SA,,
68,id1416557028553561,"Colorado’s lakes, reservoirs, and streams make our state beautiful, nourish our wildlife, and supply our communities with water. See how state and local regulations keep Colorado healthy while ensuring we can still responsibly access our energy resources:
https://www.cred.org/climate/",,,,
69,id569492987321118,"Fracking touches almost every aspect of our lives in Colorado and across the country. But, have you ever wondered how fracking actually works? Watch to learn more:",PA,GC,,
70,id835244943651206,"ICYMI: Please join us in saying THANK YOU to all of the hard-working men and women of Colorado’s energy industry for everything they do, in good times and in bad, to power Colorado! #SupportEnergyIndependence

https://www.coga.org/thankyoucard.html",,,,
71,id666678517240418,"By harnessing domestic energy, the U.S. can pursue a foreign policy agenda from a position of strength rather than making decisions based on our energy needs. 

Learn more and see why we must #SupportEnergyIndependence: https://www.cred.org/securing-americas-energy-future/",SA,,,
72,id605820773351846,"Many countries at the forefront of global energy production don’t want America to be energy independent and will do anything to stop it. #SupportEnergyIndependence
 
https://www.forbes.com/sites/steveforbes/2020/04/01/save-americas-oil-and-gas-industry/#6051e7b17d98",SA,,,
73,id138514664233471,"For more than 70 years, Colorado has been one of the largest natural gas producers in the U.S. and a global leader in energy development, thanks to fracking. See the latest fracking studies from governmental organizations, regulators, universities, and nonprofits in Colorado: http://ow.ly/o0xv50yF57D",SA,,,
74,id218203756210693,Fracking in Colorado is about more than just energy development or turning on a light switch. It’s about supporting hundreds of thousands of jobs and billions of dollars in economic impact that touches every household in the state. Learn more: https://www.cred.org/university-of-chicago-fracking-benefits-local-economies/,CA,CB,,
75,id2513511482200402,"With some of the strictest natural gas and oil regulations in the United States, Colorado leads the way. Learn more about the innovative ways Colorado is reducing methane emissions and improving air quality: https://www.cred.org/colorado-leads-methane-emissions-regulation/",GC,,,
76,id2543269615960670,"Energy created by Colorado's oil and natural gas industry fuels our way of life. Twenty-four hours a day, the energy that powers our everyday lives is helping build stronger communities and a more vibrant future. Watch to learn more: https://www.youtube.com/watch?v=StHC3YgFSsc",PA,,,
77,id1426601687500198,"Here in Colorado, oil and natural gas unlocked by fracking powers almost every aspect of our modern lives. In addition to using oil and natural gas for cooking and generating electricity, the Colorado Energy Office says that, “nearly three quarters of Colorado households use natural gas to heat their homes.” Learn more: https://www.cred.org/natural-gas-oil-uses/",PA,,,
78,id126684295320915,"The climate is changing. And Colorado’s oil and natural gas industry is part of the solution. We are cutting emissions, restoring the land after drilling, and reducing our impact. Learn more about our commitment:",GC,,,
79,id182725359615229,Colorado's oil and natural gas industry uses science and cutting edge technology to responsibly harness reliable and affordable energy from deep underground.,PA,,,
80,id195416554865984,"When it comes to protecting our land, stringent state and local regulations keep Colorado healthy while ensuring we can still responsibly access our state’s vast energy resources. Learn more about how we are protecting the world we all share while providing the energy Colorado needs:",GA,SA,,
81,id192592372102166,"In Colorado, we’re deeply proud of our land. We’re proud of the communities we’ve built on it, proud of its beauty, and proud of the natural resources that power our state. 

Our oil and natural gas industry works to provide clean energy today as we help build a sustainable, reliable energy future.",GC,PA,,
82,id1367498036771789,"Colorado's oil and natural gas industry works to provide clean energy today as we help build sustainable, reliable energy for our communities tomorrow.

It's not the easiest balancing act, but this is the only way to get from where we are to where we all hope to go.",GC,PA,,
83,id2526824517535904,"Colorado's oil and natural gas industry maintains some of the strongest energy regulations in the country. 

Our first-in-the-nation regulations go the extra mile to strengthen Colorado communities and provide clean energy today as we help build a sustainable, reliable energy future.",SA,PA,GC,
84,id554023881862187,"Fracking touches almost every aspect of our lives in Colorado. From keeping our homes and businesses warm on chilly days, to keeping the lights on and powering our stoves and water heaters, fracking is leading the way to a reliable and more affordable energy future.

https://www.cred.org/natural-gas-oil-uses/",PA,,,
85,id593138624843289,"""U.S. CO2 emissions are at their lowest levels in a generation, mostly thanks to more natural gas...as reported by the U.S. Department of Energy.""

See how #fracking and natural gas are walking the walk to reduce emissions (via Forbes) https://www.forbes.com/sites/judeclemente/2020/12/31/president-obamas-support-for-americas-shale-oil-and-natural-gas/#b1d777a18830",GC,,,
86,id769650286771942,"From start to finish, Colorado’s energy industry is committed to the safe and responsible extraction of our natural resources. Learn more about the regulations that have helped Colorado set the gold standard: http://ow.ly/3kGC50xSpou",PA,SA,,
87,id2777658365643224,We need smart regulations that work for all Coloradans. Learn more and get the real facts about setbacks: http://ow.ly/h2OS50xSk97,,,,
88,id2989700434376019,"Did you know nearly 75% of Colorado households use natural gas to heat their homes? Thanks to innovations in #fracking technology and strict regulations, more and more Coloradans are benefitting from safe and locally produced energy. Learn more: http://ow.ly/iU3y50y67S0",PA,,,
89,id265061468351308,"Shutting down Line 5 means shutting down Michigan businesses, higher energy prices, and lower tax revenues for our schools and roads. Sign the letter.",CA,PA,,
90,id329645608034109,"Line 5 means jobs. Tens-of-thousands of them.  During Michigan’s recovery from COVID-19, those jobs are more important than ever.  Learn more.",CB,,,
91,id690417464924378,An expert study by the state of Michigan said moving Line 5 out of the water and into a Tunnel makes the risk of an oil spill in the Straits “virtually zero.”  Build the #GreatLakesTunnel.,PA,,,
92,id280431643114949,The Great Lakes Tunnel won’t cost Michigan taxpayers a dime.  It’s a $500 million private investment from Enbridge in Michigan’s energy future.  Let’s build the #GreatLakesTunnel.,,,,
93,id352662192476259,"COVID-19 knocked us down, but it never knocked Michigan out.  The #GreatLakesTunnel will create jobs, protect tens-of-thousands more, and build Michigan’s energy future.  The Tunnel makes Michigan stronger than ever.",CA,CB,,
94,id373769447308405,#Michigan relies on the energy supplied by Line 5.  Support Line 5 and the #GreatLakesTunnel.,PA,,,
95,id1282430122107926,"The Great Lakes Tunnel will be buried deep beneath the lakebed, leaving fish, wildlife and their ecosystem undisturbed.  That’s why conservationists back the #GreatLakesTunnel.",PA,,,
96,id762509920976106,The Great Lakes Tunnel won’t cost #Michigan taxpayers a dime.  It’s a $500 million private investment from Enbridge in Michigan’s energy future.  Let’s build the #GreatLakesTunnel.,,,,
97,id858138788325971,An expert study by the state of #Michigan said moving Line 5 out of the water and into a Tunnel makes the risk of an oil spill in the Straits “virtually zero.”  Build the #GreatLakesTunnel.,PA,,,
98,id805614780188580,"COVID-19 knocked us down, but it never knocked #Michigan out. The #GreatLakesTunnel will create jobs, protect tens-of-thousands more, and build Michigan’s energy future.  The Tunnel makes Michigan stronger than ever.",CA,CB,,
99,id618450178857709,Tell state regulators: We support the #GreatLakesTunnel!,,,,
100,id969609700217024,{{product.brand}},,,,
101,id347715979565933,"Line 5 is safe & the #GreatLakesTunnel will make it even safer.

When Enbridge discovered a screw anchor shifted, they shut down the pipeline & notified the state. Now inspections have determined the pipeline is safe.

It’s time to take the next step. Build the Great Lakes Tunnel.",PA,,,
102,id761808267927473,"When Enbridge discovered a screw anchor shifted near one leg of Line 5, it shut the line down until it verified its safety. They're keeping the state informed.

Instead of playing politics, now’s the time to protect the Great Lakes. Instead of stalling, let’s expedite. It's time to build the #GreatLakesTunnel.",PA,,,
103,id293975858553784,"Study commissioned by the state of Michigan says building the #GreatLakesTunnel makes the risk of an oil spill in the Lakes from Line 5 “un-quantifiably low.” 

In Michigan we love our Lakes & work hard at our jobs. It's time to protect both. Let's build the #GreatLakesTunnel.",PA,CB,,
104,id1414174778778321,"When Enbridge discovered a screw anchor shifted near one leg of Line 5, it shut the line down until it verified its safety. They're keeping the state informed.

Instead of playing politics, now’s the time to protect the Great Lakes. Instead of stalling, let’s expedite.  It's time to build the #GreatLakesTunnel.",PA,,,
105,id275123953788845,"Line 5 is safe & the #GreatLakesTunnel will make it even safer.

When Enbridge discovered a screw anchor shifted, they shut down the pipeline & notified the state. Now inspections have determined the pipeline is safe. 

It’s time to take the next step. Build the Great Lakes Tunnel.",PA,,,
106,id211427256915479,"The #Michigan House voted in overwhelming support of the #GreatLakesTunnel.

We applaud the 80 bipartisan legislators for supporting the Tunnel!",,,,
107,id234941754388062,"The #GreatLakesTunnel means #Michigan jobs – jobs building the tunnel, jobs “up North,” and jobs across the lower peninsula.",CB,,,
108,id566784830901770,Business. Labor. U.P. Downstate. We all stand together to support the #GreatLakesTunnel.,CB,,,
109,id1130751707285020,"Now more than ever, it's essential Michiganders can access the energy they need. Build the #GreatLakesTunnel to safeguard Michigan's energy infrastructure and keep the lights on!",PA,,,
110,id1368226410033717,"Democrats and Republicans agree. Business and labor does, too. The #GreatLakesTunnel just makes sense.",CB,,,
111,id1421011108081316,For #Michigan. For the Great Lakes. Let’s build the #GreatLakesTunnel.,,,,
112,id2828608257230640,"#Michigan families, job makers, and conservationists agree. Let’s build the #GreatLakesTunnel.",CB,,,
113,id2837878262992684,Let’s make a safe pipeline safer. Build the #GreatLakesTunnel.,PA,,,
114,id264879348240289,"Let’s protect #Michigan lakes, jobs and paychecks. Let’s build the #GreatLakesTunnel.",PA,CB,,
115,id247308249986264,Let’s take an oil and gas pipeline out of the water. Let’s build the #GreatLakesTunnel.,PA,,,
116,id286548382354853,Let’s keep #Michigan open for business. Let’s build the #GreatLakesTunnel.,CB,PA,,
117,id241241336933237,Let’s protect #Michigan waterways. Let’s build the #GreatLakesTunnel.,PA,CB,,
118,id627036954802871,Build the #GreatLakesTunnel to protect local tax investment in counties and communities across #Michigan.,CA,CB,,
119,id532403950963025,"""There’s overwhelming consensus that the right move for Michigan, for the Great Lakes, and for our state’s energy needs is construction of a new tunnel. Democrats support it. Republicans support it. Business groups support it. Labor unions support it.""",,,,
120,id662699741054982,"Celebrate #EnergyAwarenessMonth by learning about the surprising ways Ohio natural gas & oil improves your quality of life 🚗💻🔌🌽🏡➡️

#EssentialOhioEnergy",PA,,,
121,id706955646579451,"Around the clock, Ohio natural gas & oil is at work to power your life. We might not know natural gas & oil is there, but we’d definitely notice if it were gone. 📚

Visit our website to learn more.

#EssentialOhioEnergy",PA,,,
122,id2847704802182703,"Manufacturers depend on Ohio natural gas & oil to fuel jobs across the state and serve as building blocks for life’s everyday products.  👷‍♂‍👩‍🏭

Learn how Ohio natural gas & oil creates a more sustainable future for us all 

#EssentialOhioEnergy",CB,PB,,
123,id330734424819833,"Ohio Natural Gas and Oil Delivers:

✅ Reliable, Affordable Power 
✅ Well-Paying Jobs
✅ Manufacturing Rebound  
✅ Clean Air Progress 

Learn More About #EssentialOhioEnergy ➡️ EssentialOhioEnergy.com",PA,CB,GA,
124,id359604305160696,"From the coffee pot to the bus stop, Ohio natural gas & oil is with you every step of your morning, making your life easier and bringing you the quality of life you enjoy ☕🌞

#EssentialOhioEnergy",PA,,,
125,id355380492174429,"As a top natural gas and oil producer, Ohio knows what it takes to power daily life. 💡

Find out how Ohio natural gas & oil moves us all forward. ➡️

#EssentialOhioEnergy",SA,PA,,
126,id3622156927828595,"Ohio natural gas & oil is more than just a dependable fuel source - #oilandgas is used to make rubber tires, plastic components, & the synthetic fabrics in the seats. 🚌 🚙

Learn more about how Ohio natural gas & oil is essential to life ➡️

#EssentialOhioEnergy",PA,PB,,
127,id943648826155285,"It heats our coffee and makes the mug. ☕ Mornings can’t start without Ohio natural gas and oil. 🌅

#EssentialOhioEnergy",PA,PB,,
128,id2749578881987360,"No matter where we live, how we work, or how we play, Ohio natural gas and oil touches our lives in surprising ways. 

#EssentialOhioEnergy",PA,,,
129,id302554047738415,"From cooking your breakfast🍳to warming your shower 🚿 to fueling your ride🚗, mornings in Ohio are made with natural gas and oil. Learn more ➡️

#EssentialOhioEnergy",PA,PB,,
130,id3574259995941209,"Ohio natural gas and oil. You don’t always know it’s there, but you’d definitely notice if it were gone. 

#EssentialOhioEnergy",PA,GA,,
131,id543299199683747,"“What drilling gave to my community is a better way of life for generations to come.” 🧑🏼‍🌾🐄

Read more about one farmer’s experience with the natural gas & oil industry 👉🏼 https://www.energyindepth.org/interview-the-successful-partnership-between-ohio-farming-and-natural-gas/?160",CA,,,
132,id300772581325123,"From producing personal protective equipment to generating affordable, reliable power, Ohio natural gas & oil has been essential during this public health challenge. ⚡️🏥

https://www.bizjournals.com/cincinnati/news/2020/06/05/my-view-ohio-oil-and-gas-fuel-coronavirus-relief.html",PA,PB,,
133,id603485267243170,"“I’ve always had a dream about pursuing a career in the oil and gas industry, but I’ve never had the finances to get me there. This scholarship has gotten me one step closer.” 🏫👩🏼‍🎓

More about OOGEEP’s annual scholarship program ➡️ https://www.oogeep.org/2020/05/oogeep-grants-more-than-50000-in-scholarships-to-ohio-students/",CA,,,
134,id927454261026287,"Carbon emission intensity tied to power generation continues to decline as natural gas gains a larger share of electricity generation. 

Read more➡️ https://www.oogeep.org/2020/05/nations-top-environmental-regulator-america-produces-natural-gas-and-oil-in-much-cleaner-fashion-than-rest-of-world/",GC,,,
135,id386538142240842,"Not only is natural gas helping to power every aspect of our life, but it’s also pushing our state’s and nation’s environmental progress even further. 💡🌱

Read more ➡️https://www.oogeep.org/2020/05/nations-top-environmental-regulator-america-produces-natural-gas-and-oil-in-much-cleaner-fashion-than-rest-of-world/",PA,GC,,
136,id653362188581443,"“The fact that Ohio is once again a booming energy state, they have the important resources for not only the country, but the world.” - EPA Administrator Andrew Wheeler 🌎

More ➡️ https://www.oogeep.org/2020/05/nations-top-environmental-regulator-america-produces-natural-gas-and-oil-in-much-cleaner-fashion-than-rest-of-world/",SA,,,
137,id724713738334590,"“We produce our oil and natural gas in the U.S. in a much cleaner fashion than any other major exporter in the world.” - U.S. EPA Administrator Wheeler 🛢️ 🌎

Read more➡️ https://www.oogeep.org/2020/05/nations-top-environmental-regulator-america-produces-natural-gas-and-oil-in-much-cleaner-fashion-than-rest-of-world/",SA,,,
138,id640612770115049,Celebrating 50 years of #EarthDay & the environmental progress natural gas delivers. 🌎🌱 https://www.oogeep.org/2020/04/earth-day-50-natural-gas-drives-environmental-progress/,GC,,,
139,id826815737800303,"Looking for educational materials while kids #StayAtHome? We just announced that we will have our #STEM lessons, activities, and curriculum available completely FREE of charge.

Download materials here: https://www.oogeep.org/teacher-students/",CA,,,
140,id4054152367933554,"A recent independent economic study by Alaska Native Corporations found that Ballot Measure 1 would cost thousands of good paying jobs, lose revenue for the state, and create more economic hardship for Alaska. That's why it's so important to Vote No on 1 on November 3rd.",CA,CB,,
