,id,ad_creative_body,Typology 1,Typology 2,Typology 3,Typology 4
21,id616086302543875,Alaska’s North Slope energy renaissance is promoting economic growth with minimal impacts to the environment and subsistence resources. We’re exploring and finding new oil while creating jobs for Alaskans and a thriving economy for decades to come. Together we can protect Alaskan jobs.,CA,CB,,
22,id357586308845387,Some of the country's brightest minds are working on cleaner ways to fuel cars and trucks.  See how we're fueling the future.,PB,,,
23,id3605128316167049,Tools like #natgas standby generators are helping Americans prepare their home for the unexpected during #NationalPreparednessMonth. Have you created a plan to prepare your home for the unexpected?,PA,,,
24,id788410868604376,Propane stored and processed in PA is used to make essential items like hand sanitizer.,PB,,,
25,id1479593695716171,Every vote counts. Make sure yours is included Tuesday November 3rd.,,,,
26,id312256826768548,73 percent of voters believe the oil and natural gas industry will play an important role in helping our economy recover from the economic impact of the coronavirus pandemic.,CA,,,
27,id832451637293040,"Did you know? The oil and gas industry paid $130 billion in state and federal taxes in 2019, fueling our economy and strengthening our communities. Join today if you agree oil and gas are essential to our American way of life!",CA,,,
28,id271543317413806,"Michigan businesses are slowly but surely starting to reopen, but many families will be facing tough economic times for a while yet. Energy assistance programs have never been more important, especially for low-income families. Find out how changes to the State Emergency Relief program can help struggling families: https://bit.ly/3dICPEl",,,,
29,id826527204822223,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs CT needs right now.",GA,,,
30,id316072229613843,We’re thankful for CenterPoint Energy and Atmos Energy for their work to continue #FuelingOurCommunities! Like this post to thank energy workers responding to #HurricaneLaura.,PA,,,
31,id596023174418254,"Essential energy sector employees are going to work each day to make sure the lights come on when Americans hit the switch. FERC Chairman Neil Chatterjee and Williams President & CEO Alan Armstrong both recognized frontline energy workers during a podcast this week. “When this is all over and America gets up off the mat I hope we all take a moment to recognize the truly heroic and patriotic contributions that are being made by our essential energy sector workers,” said Chatterjee. https://wmb.link/FERC-podcast",PA,,,
32,id270198850870923,"TXOGA is giving away $100 gift cards! 

Stay strong and take care of yourselves. Click to learn more.",,,,
33,id403670507300840,"TCI will improve infrastructure, add jobs and increase GDP – all while cutting emissions. A win-win for RI.",GA,,,
34,id385038962793138,"We take immense pride in being good stewards of the environment and reducing our footprint, a practice we have incorporated into our daily operations for more than 10 years. 
Our commitments include protecting and preserving the environment, conserving our country’s natural resources as we conduct our business, and reducing emissions throughout our operations.
Learn more about our environmental management practices: https://energytransfer.com/emissions-innovation/",GA,,,
35,id346132000098908,"Responsibly fueling our clean energy future, that's what we value at Williams.",GA,GC,,
36,id2672580009657422,Learn how natural gas and oil companies leverage drone technologies to make our industry safer and cleaner.,PA,,,
37,id2847704802182703,"Manufacturers depend on Ohio natural gas & oil to fuel jobs across the state and serve as building blocks for life’s everyday products.  👷‍♂‍👩‍🏭

Learn how Ohio natural gas & oil creates a more sustainable future for us all 

#EssentialOhioEnergy",CB,PB,,
38,id2666498356783803,#Pipelines help American families make ends meet by keeping the essentials affordable.,PA,PB,,
39,id543299199683747,"“What drilling gave to my community is a better way of life for generations to come.” 🧑🏼‍🌾🐄

Read more about one farmer’s experience with the natural gas & oil industry 👉🏼 https://www.energyindepth.org/interview-the-successful-partnership-between-ohio-farming-and-natural-gas/?160",CA,,,
40,id231790797831553,Increased natural gas production in the U.S. has given American families and businesses some of the lowest prices in the world.,PA,SA,,
41,id627860577933366,Did you know that 35% of natural gas is used to create electricity to keep homes and offices cool during the summer? Learn more about how natural gas powers different industries,PA,,,
42,id504799877122191,Invertir en educación y preparar a nuestros estudiantes para carreras del futuro ayuda a Nuevo México a crear el tipo de fuerza laboral propia que necesitamos para llenar puestos de trabajo en nuestro propio patio trasero.,CA,,,
43,id705017676794808,We can help you find Alaska’s official voting guidelines. Every vote counts. Confirm your details today!,,,,
44,id330852651519349,"El Plan General Ventura nunca se tradujo al español, lo cual hace imposible que se escuchen las voces de las familias latinas. Envíe un correo electrónico al Supervisor Zaragoza hoy mismo para que los latinos tengan voz en Oxnard.",,,,
45,id406179844105256,"The countdown is on. You’ve made your plan to vote in person, but have you learned what will be on the ballot? Don’t sweat it, we’ve got your back! Learn more at https://bit.ly/3o0fm80!",,,,
46,id1258307257709308,"Affordable domestic energy boosts the Virginia’s economy, supports the area’s robust tourism industry and improves the overall quality of life for all Virginians – especially the commonwealth’s lower-income citizens.#SOAE2020 #EnergyForProgress",PA,,,
47,id2677952755865138,"Genevieve Bell of Flowline Alaska is all about taking care of her employees, and she believes now is not the time to raise taxes on the oil industry or any business, as that will just put our economy and jobs even more at risk.",CA,CB,,
48,id2754360118179897,Wink to Webster pipeline will create jobs and help boost the local economy.,CA,CB,,
49,id373769447308405,#Michigan relies on the energy supplied by Line 5.  Support Line 5 and the #GreatLakesTunnel.,PA,,,
50,id261017392019315,"Natural gas provides affordable prices for consumers in Virginia so they can save money while they cook, clean, and feed their families.",PA,,,
51,id728743114587937,POLL: Pipelines are an essential part of Texas infrastructure that we all depend on for affordable energy. Do you support Texas’ pipelines?,PA,,,
52,id758813551279742,"Fact Check: New Mexico’s oil and natural gas industry is *heavily* regulated with strict requirements and enforcement from multiple agencies at the federal, state, and local levels.",,,,
53,id206270887222210,"Calling all public officials, 

Do you know how to recognize safe pipelines?",,,,
54,id603003353937826,Money from Wind Energy Can Fund Schools and Projects that Matter to You. Learn how wind helps rural communities at  https://consumerenergyalliance.org/wind-energy-initiative/,GA,,,
55,id550859552227860,"For over 40 years, we’ve invested in Alaska, contributing to the economy and its future.",CA,,,
56,id2513511482200402,"With some of the strictest natural gas and oil regulations in the United States, Colorado leads the way. Learn more about the innovative ways Colorado is reducing methane emissions and improving air quality: https://www.cred.org/colorado-leads-methane-emissions-regulation/",GC,,,
57,id3079531425475777,Local oil and gas workers help Californians get through difficult times by powering vital community services like hospitals and emergency response.,PA,CB,,
58,id224893002031360,"#FACT
There have been no spills on the pipeline’s 1,200 miles of underground mainline pipe, which includes the Lake Oahe crossing and all other water bodies. 
There were a few small incidents that occurred on our property of which the largest was less than 2 barrels, all of which were immediately contained and fully remediated.

https://daplpipelinefacts.com/The-Facts.html

#DAPL #DakotaAccessPipeline",PA,,,
59,id295425591737733,"The oil and gas industry supports millions of local jobs. Ineffective, unnecessary regulations can stand in the way. Support local jobs by taking action today!",CB,,,
60,id762509920976106,The Great Lakes Tunnel won’t cost #Michigan taxpayers a dime.  It’s a $500 million private investment from Enbridge in Michigan’s energy future.  Let’s build the #GreatLakesTunnel.,,,,
61,id560479754540158,"In fiscal year 2019, state and local tax revenue and state royalties from the oil and natural gas industry reached the highest total in Texas history. Texas oil and natural gas companies paid a record $16.3 billion into state and local treasuries, translating to about $44 million dollars a day that our industry contributes to state and local revenue used to build and maintain roadways as our state continues to grow. 

Learn more about how the oil and natural gas industry funds our infrastructure: https://www.txoga.org/new-record-texas-oil-and-gas-industry-paid-16-3-billion-in-taxes-and-state-royalties-in-2019-most-in-texas-history/",CA,,,
62,id826815737800303,"Looking for educational materials while kids #StayAtHome? We just announced that we will have our #STEM lessons, activities, and curriculum available completely FREE of charge.

Download materials here: https://www.oogeep.org/teacher-students/",CA,,,
63,id365640697772662,"September 29, 2020, Register for the Free TXOGA Virtual Summit ""Powering South Central TX & San Antonio""

This TXOGA Free Virtual Energy Summit will feature distinguished industry leaders who will discuss the future of the energy landscape in Texas and what is needed for our state to continue in its role as the Energy Capital of the World.",,,,
64,id3369941173063800,"A raíz de los desastres naturales, hoy más que nunca, hemos aprendido que el acceso a energía confiable y de costo accesible es de suma importancia. Para la industria petrolera y de gas natural de Texas es una prioridad estar preparados para asegurar la entrega de energía que usted necesita.",PA,,,
65,id464046151238935,"If you work in natural gas and oil, you know Ohioan families and businesses depend on each and every person in the supply chain for access to reliable energy. Your vote is no different. Ohioans and Americans alike are counting on you to cast your vote Tuesday November 3rd.",PA,,,
66,id1384866165006938,"“[N]atural gas infrastructure projects like Leidy South can provide a significant boost to our local economy.[…]Williams has a long history of operations in Pennsylvania and we are pleased to see the company continuing to invest in our region.” 
- Columbia Montour Chamber of Commerce President Fred Gaffney. 
Read more: https://columbiamontourchamber.com/2019/10/williams-project-expected-to-generate-100-million-economic-impact-supporting-680-jobs-during-construction/?fbclid=IwAR0b6aSLgYOUJr1mODKhXZl96MlDp3hAdr9Sexk_rQJXhJDDkwJbYziBgfM",CA,CB,,
67,id348122299618841,Your vote can help support American energy. Visit our Election Resource Center to learn more.,,,,
68,id397555574583771,"Tactical and Incidence Response Training makes a difference to local first responders like Julian, whose first priority is protecting his community.",CA,,,
69,id643835216463896,"At @WilliamsEnergyCo, we are responsible for providing 30% of the U.S. with safe, clean natural gas. You can count on us to deliver affordable, reliable natural gas to help heat your home, cook your food and generate your electricity. https://www.williams.com/our-company/",GC,PA,,
70,id621037512006063,"From landscaping yards to excavating construction sites, get the job done safely the first time. Find out how in Yarmouth.",,,,
71,id754131575169680,Oil and gas are the backbone of our economy. Learn how American oil and gas benefit your community!,CA,CB,,
72,id182725359615229,Colorado's oil and natural gas industry uses science and cutting edge technology to responsibly harness reliable and affordable energy from deep underground.,PA,,,
73,id480197139340024,"We’re proud to support tuition-free college in New Mexico. It’s the kind of big, bold idea that will create opportunities for generations to come.",CA,,,
74,id791733214985446,"According to former Commissioner of Revenue Bill Corbus, Ballot Measure 1 would create a roadblock to Alaska’s economic recovery. Read about why now is the wrong time to raise taxes on any part of our economy. 

https://bit.ly/2HaSZvC",CA,,,
75,id602133923899203,"This is Brian, he works at Extraction Oil & Gas, a company committed to responsible energy development in their community. #EnergyForProgress",CA,CB,,
76,id306666357321153,"Americaâ€™s natural gas and oil industry is constantly finding new ways to create a cleaner, stronger tomorrow. Like our page to join us on this journey.",PA,,,
77,id1145754352487646,This election year is critical to the future of American energy. We need your vote.,,,,
78,id3534827256577597,"With the days ticking down, it’s critical that all ballots, including those sent by mail this year, are counted! If you’re mailing in your ballot, make sure your ballot is returned correctly. Learn more about your state’s specific deadlines at https://bit.ly/31eThsw!",,,,
79,id616493112598462,"ICYMI Hope Fernandez Williams, Winkler County Commissioner, discusses how critical infrastructure projects like Wink to Webster are helping the West Texas economy recover and supporting our community organizations. https://bit.ly/38XLRwg",CA,,,
80,id377018390340924,Planning to vote by mail? We can help you find the guidelines for Alaska on absentee ballots and mail-in voting.,,,,
81,id795069771415991,YES or NO? Is the Great Lakes Tunnel privately funded? The answer is YES!!! That means no out of pocket expenses for you – the taxpayer! See for yourself here:,CA,,,
82,id805024466991977,"When pipeline construction is complete, we restore land to its original state or better.",GA,,,
83,id635558347321996,"We’re making a bold commitment to renewable fuels. Once operational, Rodeo Renewed could produce more than 800 million gallons of renewable gas, diesel, and jet fuel—all of which help improve air quality. Read more about the benefits and learn how you can get involved at www.rodeorenewed.com",GA,,,
84,id566158380638590,"Sacramento agencies are restricting California energy production, forcing us to increase our reliance on unstable foreign oil.",SA,PA,,
85,id1028974037556316,"Energy Transfer proudly supports first responders and the important work they do in our communities. We are happy to sponsor the Suffield Township Fire Department in Portage County, Ohio with $15,793 toward the purchase of new sets of protective turnout gear.

#EnergyTransfer #GivingBack #Pipelines #OilandGas",CA,,,
86,id1012864205733642,"You'd be hard pressed to find a story more dynamic, inspirational and impressive than the story of the Texas oil and natural gas industry over the past 100 years.",SA,,,
87,id398982754814060,"Together we offset emissions and improve the environment of our communities. 🌱

For every gallon of gas you pump at Island Energy Services Texaco branded stations in Hawaiʻi, the Hoʻāla Program offsets your tailpipe emissions by up to 30% through investments in certified carbon reduction projects and local environmental initiatives. 🤙",GA,,,
88,id758001274728263,We’re headed to a bright future because #Texas oil and natural gas are energizing our economy and helping secure our nation’s energy independence.,CA,SA,,
89,id739192713340934,The lightweight plastic in your car makes road trips more cost-efficient. Take the quiz and learn how!,PB,,,
90,id1416557028553561,"Colorado’s lakes, reservoirs, and streams make our state beautiful, nourish our wildlife, and supply our communities with water. See how state and local regulations keep Colorado healthy while ensuring we can still responsibly access our energy resources:
https://www.cred.org/climate/",,,,
91,id1349709591898241,"From landscaping yards to excavating construction sites, get the job done safely the first time. Find out how in Portland.",,,,
92,id332690831305246,"With so much uncertainty right now, knowing you can pay your bills and support your family is vital. Change is beneficial but we must ensure that our energy supplies continue to be reliable, affordable and resilient. Visit https://consumerenergyalliance.org/2020/07/as-new-jersey-emerges-from-covid-19-energys-role-will-be-essential/ to learn more. #PoweringPeople",PA,,,
93,id717204519179070,"We are committed to doing our part to protect the environment through our carbon offset program. Together, we are championing Hawaiʻi’s energy future with our island community in mind.

#TexacoInHawaii #TexacoWithTechron #Hoala",,,,
94,id651685225570706,"From landscaping yards to excavating construction sites, get the job done safely the first time. Find out how in Gorham.",,,,
95,id318162086292688,"Reducing emissions requires collaboration, tech, and dedicated people — like Vanessa Ryan, Chevron’s manager of carbon reduction.",GA,,,
96,id245660443235997,#DidYouKnow? New #pipelines are drilled deep under major water bodies to protect and avoid contact with water resources.,PA,,,
97,id342727333686989,Have questions about what’s on your mail in ballot? We’re here to help. Learn more at https://bit.ly/3nXZiDI.,,,,
98,id180917546410814,Pipelines in the Permian Basin play a crucial role in ensuring the safe and efficient delivery of the energy we use every day.,PA,,,
99,id353103296009027,Did you know America’s oil and gas industry helps develop the plastics in your vehicle that save you money? Find out how today!,PB,,,
100,id353446839298921,Learn how scientists and engineers in the natural gas and oil industry are recycling massive amounts of water.,,,,
101,id1008422802885993,Pipelines such as Mariner East 2 are benefitting the PA workforce and bringing businesses to Pennsylvania.,CB,,,
102,id723227581860588,"From researching climate solutions to strengthening the economy, Americaâ€™s natural gas and oil companies are ready to create a cleaner, stronger tomorrow. Like our page to join us on this journey.",GA,CA,PA,
103,id126132698577883,"Banning #fracking, the technology most responsible for U.S. energy leadership and emissions reductions, would negatively impact our economy and our national security.",SA,GC,CA,
104,id678777312842281,Ballot Measure 1 puts Alaska oil and gas jobs in danger. The industry accounts for a quarter of all jobs in Alaska—the state can’t afford to lose this!,CB,,,
105,id410944686473535,"Your property, your rights? It should be, but by delaying Line 3, it denies people their property rights.",,,,
106,id3094321807272356,The #natgas industry helps customers reach our shared environmental goals and spend less on their energy bills. 👍 if you're saving money and reducing carbon emissions with natural gas in your home!,PA,GC,,
107,id557255285121957,Communities across New Jersey don’t have to choose between a clean environment and energy development – we can have both. Find out how at consumerenergyalliance.org/2019/06/why-we-must-end-americas-double-standard-on-energy-safety,GC,,,
108,id643731256169205,"The Texas energy industry relies on pipelines, and the energy Texas produces is one of the main reasons America is the world’s #1 oil producer. Like our page for project information and updates.",SA,,,
109,id167402818007220,Natual gas production isn't just helping heat homes. It's also helping bring growth and jobs to other industries in Pennsylvania. Learn more about these local PA business owners,PA,CA,CB,
110,id1333456266858943,Nearly $800 million in “new money” from New Mexico’s oil and gas industry has opened the door for policymakers to propose bold new ideas for our state that previously would have been almost impossible to fund. The industry contributed $3.1 billion of the state budget last year.,CA,,,
111,id955101764944511,"The last few months have proven to be some of the most challenging times we have faced as a nation. Fortunately, the oil and natural gas industry in Texas has stepped up to provide critical assistance to those in need across our state and beyond.",CA,,,
112,id295995048377403,"This #EarthDay we reflect on the public health challenge that is impacting the globe. Yet we're not taking our eye off driving continued environmental progress, specifically efforts to address climate change, while we deliver the energy the world needs. https://bit.ly/357jWIF",GC,,,
113,id774219399998320,"Natural gas helped reduce CO2 emissions to the lowest levels in a generation. Now a UT-Austin professor is helping us reduce methane, an even stronger greenhouse gas.",GC,,,
114,id532403950963025,"""There’s overwhelming consensus that the right move for Michigan, for the Great Lakes, and for our state’s energy needs is construction of a new tunnel. Democrats support it. Republicans support it. Business groups support it. Labor unions support it.""",,,,
115,id999342437163049,California oil & gas production provides billions of dollars in vitally needed revenue for schools and first responders.,CA,,,
116,id380447839794988,"Proponents of Ballot Measure 1 say it would have NO impacts on oil and gas in Alaska. That's just not true. A study by IHS Markit found that if Ballot Measure 1 passes, our fiscal system would immediately become one of the LEAST competitive in the U.S.

https://www.commonwealthnorth.org/events/#!event/2020/9/2/alaska-apos-s-competitiveness-in-oil-and-gas-markets",CA,,,
117,id770533327056555,TCI is a carbon price on transportation. It’s a smart way to grow the economy and reduce emissions at the same time.,GA,,,
118,id431157951179851,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs NJ needs right now.",GA,,,
119,id4055434164482988,"Thanks to new technology and American innovation, the U.S. is less reliant on foreign energy now than at any other time in the 20th century. Read more.",SA,,,
120,id878375732655604,"✅ Over $13 million donated to non-profits
✅ 600+ non-profit organizations and programs served
✅ 72,976 volunteer hours
✅ 200,000+ meals packaged and served

Check out how Colorado’s energy industry gave back to communities across the state in 2019: https://www.coga.org/cir.html",CA,,,
121,id188480795802223,"Along with some dust, we’re bringing energy, jobs and economic development to our community. Thanks for bearing with us.",CA,CB,,
122,id290900992059786,"ExxonMobil, the operator of the Wink to Webster Pipeline, is supplying more than 160,000 gallons of hand sanitizer produced at its refineries to help communities stay safe – especially those on the front lines. https://winktowebsterpipeline.com/commitment-to-the-community-and-environment/?utm_source=Facebook&utm_medium=Display&utm_campaign=W2W_June2020_na_persuasion_PE",PB,,,
123,id272593557305614,"The countdown is on. You’ve made your plan to vote in person, but have you learned what will be on the ballot? Don’t sweat it, we’ve got your back! Learn more at https://bit.ly/31fWaJB!",,,,
124,id192067978663162,"Smart pigs, GPS-equipped devices with sensors, are used to survey the inside of the pipeline and report the location of any cracks to engineers at the command center.",PA,,,
125,id789703321515168,Growing jobs AND the economy with Mariner East. Follow us to learn more! #Committed2PA,CB,,,
126,id390970922070445,"It’s undeniable, access to natural gas across this country has helped to not only reduce our country’s emissions, but it’s also helped to save our families money. Read more about these savings here.",GC,PA,,
127,id558318358164733,Tell Congress to include funding for vital energy assistance programs that help Michigan's seniors and low-income households in the next round of COVID-19 emergency relief. Send your message to Congress today: https://bit.ly/2YK55CB,,,,
128,id2470065036619706,"Ballot Measure 1 is risky and reckless, and that's what happens when complex policy is written by a small private group behind closed doors with no public input. Vote No on 1 on November 3rd.",,,,
129,id2633038130258623,"This is Jim, a Director at Red Wing Shoes, a company that has been providing shoes to citizens, soldiers, and everyone in-between since 1905. Today Jim is using natural gas and oil to preserve a local brand with global scale. #EnergyForProgress",SA,,,
130,id219236519111828,"“New Mexico’s two largest permanent funds will pump an all-time high of nearly $1.1 billion into state schools, hospitals and other programs in the coming budget year.

The record distributions from the Land Grant Permanent Fund and Severance Tax Permanent Fund stem from investment gains and gushing inflows – via taxes and royalties – from oil production in southeast New Mexico.""",CA,,,
131,id905704199919790,"We've learned that in the wake of a natural disaster, access to reliable and affordable energy is more important than ever. The oil and natural gas industry is making it a priority to stay hurricane ready to ensure the safe delivery of the energy you need.",PA,,,
132,id309099387176407,The U.S. is now producing more energy than ever while continuing to reduce greenhouse gas emissions. Like our page to learn some of the ways weâ€™re innovating.,SA,,,
133,id276572140307245,STATEWIDE POLL: Do you support Minnesota’s pipelines?,,,,
134,id2900209233409884,"There are more than 42 million #natgas and propane household gas ranges, ovens, and cooktops in the U.S. 
Our 4th blog in the Value of Natural Gas series, ""Indoor Air Quality, Natural Gas and You"" explains why #CookingWithGas is safe. 
Link in bio",PA,,,
135,id1243820179330687,"TCI puts a carbon price on transportation. It will cut emissions, improve infrastructure and create jobs MD needs right now.",GA,,,
136,id702700227015112,"Safety comes first. As a member of Ohio’s energy sector, you know on-site precautions but what about voting safety? Many states are offering safe alternatives to in-person voting on November 3rd. Join us and learn your options.",,,,
137,id297684748133299,Michigan Governor Gretchen Whitmer recognized the hard work by the Michigan Public Service Commission and local energy providers to protect vulnerable Michigan households from service interruptions throughout the COVID-19 pandemic. Read more here: https://bit.ly/39fs0ZP,PA,,,
138,id341793950460158,Access Alaska’s official voting guidelines for the 2020 Election. Every vote counts. Confirm your details today!,,,,
139,id317018426327295,"We can all agree we need strong climate solutions—and with natural gas as a dominant energy source, U.S. carbon emissions are the lowest levels in a generation.",GC,,,
140,id346127053417468,Get involved in the 2020 election to ensure we’re electing leaders who understand the industry is critical to paving the way for economic recovery. Visit our election resource page to get to know your candidates before you vote: https://bit.ly/30Q348T,CA,,,
141,id1142436342764581,Limiting Texas oil and natural gas means other nations will provide the energy the world needs. Keeping Texas strong keeps America strong. Say no to restricting Texas energy with production quotas.,SA,,,
142,id397003067977234,We need a healthy oil and gas industry to get back to normal and heading towards a bright future for Alaska. That's a big part of the reason Chelsea Pohland from Shampoo Etc. is voting no on 1 on November 3rd.,CA,,,
143,id1496831507171074,Energy production creates New Mexico jobs and a stronger economy. Stay up to date with all things energy by signing up below.,CA,CB,,
144,id287823302308185,"During COVID, Americans experienced product shortages on things made overseas. With better access to affordable energy, U.S. companies can look to create jobs here at home and re-shore our supply chains.",CB,PA,,
145,id764651037356483,"To celebrate 100 years of oil and natural gas, TXOGA is giving away $100 gift cards! 

Treat yourself to some goodies for Valentine's Day! Click to learn more.",,,,
146,id315849416285362,Oil and natural gas producers work every day to safely produce energy for New Mexico while protecting our communities.,PA,,,
147,id315014369749978,"Pipelines are custom designed for their operating conditions, constructed with quality certified steel, assembled with qualified personnel, and pass multiple inspections before operation. #PipelineConstruction",PA,,,
148,id250728292602450,"America needs a model for carbon pricing. It can start in VA. Let’s
make the Transportation and Climate Initiative law.",GA,,,
149,id149643293151476,"""The work of the problem-solvers of our industry is never done. We are partnering with the best minds to meet the rising demand of affordable energy, while driving progress on the serious challenges posed by climate change.""- @APIenergy President and CEO, @MJ_sommers
#EnergyForProgress",CA,PA,,
150,id539640173595746,"This is Terry, A lifelong citizen of Eau Claire. Today he’s the President of Wisconsin Pipe Trades Association. As the leader of a union thats a vital part of the energy supply chain, he’s seen the benefits of Natural Gas and Oil across all of Wisconsin #EnergyForProgress",CB,,,
151,id402878104043058,Find ways to use water wisely! Turning down your water heater to 120 degrees F can save 550 pounds of CO2 emissions per year and using a low-flow shower head can save another 350 pounds of CO2 per year.,,,,
152,id2535319233408405,"As your neighbor in Weld County, we continue to find better ways to produce the energy Colorado needs while protecting health and safety.",SA,GA,,
153,id331459264823303,Extreme environmental policies could threaten more than 10 million good-paying jobs in communities across America.,CB,,,
154,id547374832563011,"“[D]espite falling solar costs, scale still has to be factored in. And on those terms, reworking the laws to benefit solar companies or individuals might hurt those who rely on the grid as a whole.”",PA,,,
155,id958200448007225,"Matt Tomter of Matanuska Brewing Co. knows small businesses rely on a stable economy. That's why he believes now is not the time to raise taxes on the oil industry or any business, and why he's voting no on 1.",CA,CB,,
156,id456172615076396,Interested in learning more about how we create renewable natural gas at Williams? Find out more about our partners and our commitment to providing quality and safe natural gas: https://www.williams.com/2019/11/04/what-is-renewable-natural-gas/,GA,,,
157,id719204395286063,"The Texas Railroad Commission (RRC) is considering cutting energy production in Texas. Called “proration,” it is a short-term solution with serious long-term consequences. Act fast to protect our economy and free-market principles.",CA,,,
158,id274183800283105,"Energy Transfer is proud to move the energy that powers our supply chain, fuels our connections, and makes life-saving medications possible. Isopropyl (“rubbing”) alcohol in hand sanitizers is derived from propane that is transported through our underground pipelines. 

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
159,id964451957261964,Local oil and gas production ensures Californians have reliable access to the energy we need.,SA,PA,,
160,id2395329444097912,"Energy Transfer is proud to move the energy that fuels our supply chain and powers our connections. Natural gas and petroleum transported through our pipelines fuel pharmaceutical manufacturing and are essential reagents and purifiers in the production of life-saving medications.

We salute those on the front lines taking care of our families, neighbors and communities.",PB,,,
161,id607567363409786,Estamos entusiasmados en anunciar que la industria del petróleo y el gas natural contribuyó $3.1 billones al Fondo General de Nuevo México en el año fiscal 19. ¡Eso es un récord alto y un aumento de $910 millones desde el año fiscal 18!,CA,,,
162,id2767865203543565,Las empresas petroleras y de gas natural de Texas son pioneras en tecnologías e innovaciones que ayudan a reducir emisiones. El “Nuevo Acuerdo Verde” (The New Green Deal) pondría fin al progreso ya alcanzado.,GA,,,
163,id566784830901770,Business. Labor. U.P. Downstate. We all stand together to support the #GreatLakesTunnel.,CB,,,
164,id926660141156188,"As a voter and member of New Mexico’s energy sector, you have a significant role in the direction of U.S. energy policy by electing the leaders responsible for developing and overseeing the rules and regulations which impact our industry. We’re here to help with tools and information about the upcoming election.",,,,
165,id218203756210693,Fracking in Colorado is about more than just energy development or turning on a light switch. It’s about supporting hundreds of thousands of jobs and billions of dollars in economic impact that touches every household in the state. Learn more: https://www.cred.org/university-of-chicago-fracking-benefits-local-economies/,CA,CB,,
166,id584066012141913,"In Las Cruces, New Mexico, the natural gas and oil industry supports 51,100 local jobs. #EnergyForProgress",CB,CA,,
167,id240225267420858,"Alaska's small businesses depend on a stable economy, and with current challenges already impacting that, now is not the time to raise taxes on the oil industry or any industry, as that just puts the economy at greater risk.",CA,CB,,
